x1,x2,x3,Max_Mach
0.6919986024542568,0.24260968947593917,0.36538168026107914,3.1884074
0.502399583201699,0.26961416446528175,0.37031475476735126,2.8096824
0.5868479811898182,0.21829370890252897,0.35693340342934127,3.3255014
0.6892722933441946,0.2607850821818266,0.31318863598491814,2.374956
0.5148379387357862,0.26511821476730574,0.33674198245039616,2.5472677
0.5352128667553697,0.24911381624225884,0.361417043577653,2.9768116
0.600138351235716,0.22439513831820224,0.3288303591897094,2.9437823
0.5266689651992348,0.25493353897828974,0.3013328595923371,2.2992926
0.5723568326267203,0.20521946783846268,0.3764363406249751,3.7149405
0.5696723706949085,0.28533533551051715,0.3491848719944303,2.4555194
0.6760794941498953,0.20913356918488885,0.32194415909048885,3.083582
0.668809424763976,0.2703258603575411,0.3959185016576664,3.092029
0.648538609805754,0.2484409385381215,0.38738616545526594,3.2784407
0.5468326603494618,0.2004389740295924,0.35347772735007094,3.4673464
0.6662818536134731,0.2843597415058319,0.306412601401378,2.0185652
0.6393066707969828,0.22234656474339207,0.3720419001482352,3.5095615
0.5991587432447074,0.29369397783776063,0.37843639140083585,2.6685877
0.5547628039648065,0.2839528496398766,0.3638203903685223,2.6041052
0.5905633753596121,0.26368709104861165,0.3980490215558028,3.2246614
0.6272815497659758,0.2684368418356533,0.3622135687925502,2.8002882
0.5806053192141514,0.28854684727345203,0.30346484715168054,1.9410261
0.594172105155539,0.25314902734697253,0.3417874826062468,2.7560675
0.681435500706531,0.25088614777592566,0.3451857573194039,2.849791
0.6712728807001331,0.28977201003431446,0.34299519865318817,2.353415
0.5181288527766773,0.2996422239977203,0.3880401742800777,2.6620667
0.6305147626763711,0.22174853953568813,0.33126571159659424,3.015178
0.6621768234011306,0.23110986840046072,0.33062536061373565,2.9147835
0.6844929248526961,0.29438009647844315,0.355321850624699,2.4217973
0.6985332475553776,0.2418912971998812,0.300429660829707,2.4999313
0.5053811097312259,0.20825725354425967,0.3668667083293573,3.4809031
0.5487304966415076,0.23423662474690143,0.3479486421199752,3.0081558
0.5161472076889437,0.2623511353971536,0.39282776237387845,3.1514323
0.5129114192891866,0.2665948704634706,0.3239664913710915,2.390666
0.5255352178309525,0.2641144136173098,0.3964729621176349,3.1770823
0.5001074900313297,0.2715075624687523,0.39353513814523633,3.0461617
0.6575148540321225,0.24423489212231192,0.33317169728061924,2.7931092
0.6459620027277188,0.2988418123792255,0.3802518430219062,2.6308088
0.5577389900351664,0.25590152679219286,0.37154861169768816,3.0214634
0.6476407191051916,0.2610237077417676,0.39753924393914536,3.1848354
0.6525682650949942,0.272998468014878,0.36833851175879545,2.8219545
0.5517492765154969,0.2373823719130778,0.3898702109371944,3.440777
0.6032587618462727,0.2190262023674632,0.3048692790975831,2.7424695
0.5232663571332422,0.2394536707908974,0.3942882410536689,3.440102
0.5586162178524976,0.24370555953809064,0.3679358915460228,3.1272428
0.5365115058222281,0.2572270543022227,0.3845132320484105,3.13761
0.561645014790914,0.20753975989732423,0.390389098274918,3.7558641
0.6503656083771494,0.26736545523636324,0.3263570336997153,2.433233
0.6411355019544087,0.23332302216936224,0.31128913691451743,2.6674163
0.6619026168412405,0.21319350987580113,0.33794728906998195,3.211964
0.5065449766383574,0.2744242610208251,0.3504932943000798,2.5797632
0.6224463977249036,0.25976536644687453,0.3648805472531608,2.9325805
0.6799818836753151,0.22783054161599173,0.340596870087628,3.070619
0.5389017264770505,0.22677276271144425,0.31811993612387224,2.7810361
0.6735536964895752,0.27710123520391927,0.312029713836797,2.1622338
0.508851399176025,0.2828582394387059,0.3469859709628785,2.4433568
0.6438570128390837,0.21779681744069457,0.305034153749745,2.780935
0.570964531261558,0.2585589444747807,0.3153414883545705,2.4072928
0.576933597383849,0.2923894004636165,0.3329706038690087,2.190458
0.5854171118926463,0.21031232329577568,0.3863842233301258,3.6920683
0.6922318727567034,0.22522874623823652,0.38117007717751417,3.4268532
0.6160473036180003,0.2065757447395158,0.33874657576092726,3.2685602
0.6282234797465329,0.21120449217289755,0.31795182624670487,2.9949093
0.6975020442696773,0.22357714883703897,0.3753896259253428,3.4257786
0.5786210371338403,0.23099732271299275,0.38372284403845086,3.4805932
0.5421928814520126,0.2520400222401853,0.34332601110105626,2.7576275
0.6110436003948606,0.23594157290326345,0.35248920244619214,3.0694013
0.6090508303869511,0.20370606712472045,0.3991138211474216,3.7502286
0.553936983336209,0.23271523755404283,0.38269046961964354,3.4096067
0.5330053993752168,0.2860942395535688,0.32753803128556225,2.2200594
0.510377237192505,0.21531281105652464,0.35945365303870214,3.3162475
0.5836948818628817,0.2807528076740384,0.32947601828316286,2.2937455
0.5977484646713294,0.25660702431736776,0.3775568099198636,3.103241
0.6054727079649974,0.24528894079968283,0.3149701326023803,2.5612214
0.6753585777058623,0.22859793975403975,0.31006873213100217,2.7207322
0.5319110848990812,0.27807502134264434,0.35853596927906883,2.6096153
0.5206694747768009,0.2515527907376547,0.3604343360298352,2.935661
0.6642347208469468,0.2043403910994261,0.3221355887458653,3.1359107
0.6592587237848849,0.24061191835411727,0.34436113170302995,2.956282
0.6549122110934376,0.28132303347032545,0.3098934113966784,2.0886734
0.624615061465492,0.2950233795127329,0.3244017056841504,2.0859554
0.6180001145478808,0.24748172334122223,0.3547257325620659,2.9720826
0.5933409568999872,0.2878567658520458,0.35704590232832045,2.5004165
0.6210641507494563,0.2467931347089312,0.30876174535322065,2.4781392
0.6350922749755108,0.2208371744980408,0.3254033133535108,2.9721177
0.5633477088261287,0.23664035181088872,0.3487274171334285,3.0003607
0.6875141390526982,0.29799301234805253,0.33457716980323443,2.1495187
0.6942334002336333,0.2756059161907706,0.3918724086252991,3.0250916
0.6063690089878062,0.27392417997016605,0.37926610534032373,2.9155297
0.56753070098797,0.29006680386966766,0.3734962959930373,2.650637
0.5654011220918544,0.20120126375027847,0.302999063317235,2.9025788
0.5458238376240528,0.21240482028577373,0.3075509246821464,2.823773
0.6823757817065716,0.22909018137088355,0.3192810740685472,2.8214917
0.5886022519710993,0.2794995975567849,0.335097606152433,2.367992
0.5417326916310551,0.2961927627312204,0.36984907210532,2.5149117
0.6375273930630917,0.2764548297120499,0.35135550358202844,2.5900972
0.6339391424291188,0.21472398073972304,0.3397571637671485,3.2026815
0.6139749086575985,0.2381343292799108,0.37431523088183166,3.305133
0.5285533154603604,0.20230635715092105,0.3168650493849216,3.0294175
0.5743084029782833,0.2913844475981458,0.32097137171727225,2.0714328
0.6156957367640301,0.2166910390417214,0.38544155704009586,3.5883496
